date,user_name,user_loc,message,full_name,country,country_code,geo_code,longitud_mensaje,palabras,refinado,latitud,longitud,states,Polaridad,Subjetividad,Label
2020-10-02 02:03:08,JustinRSkedel,"Ohio, USA",Donald Trump VS Joe Biden Official Music Video - HERE'S THE DEAL #Election #Debate #ProudBoyTrump #Biden2020… https://t.co/jzd4lFOMPb,"Cleveland, OH",United States,US,[-81.705467  41.49594 ],133,17,"['donald', 'trump', 'joe', 'biden', 'official', 'music', 'video', 'deal', 'election', 'debate', 'proudboytrump']",-81.705467,41.49594,OH,0.0,0.0,Neutral
2020-10-02 02:01:50,GroovyTimes777,"Portland, OR",@JoeBiden please put up a sample of your name on the ball ty. Joseph R Biden for elders looking for Joe Biden. No joke,"Portland, OR",United States,US,[-122.630908   45.536402],118,24,"['please', 'put', 'sample', 'name', 'ball', 'joseph', 'biden', 'elders', 'looking', 'joe', 'biden', 'joke']",-122.630908,45.536402,OR,0.0,0.0,Neutral
2020-10-02 01:54:12,Terry47067142,United States,@JoeBiden We intelligent Americans don’t believe your BS Joe Biden no matter how you stretch the truth 👎🏿,"Frisco, TX",United States,US,[-96.835249  33.15014 ],105,18,"['intelligent', 'americans', 'believe', 'joe', 'biden', 'matter', 'stretch', 'truth']",-96.835249,33.15014,TX,0.8,0.9,Positiva
2020-10-02 01:53:35,silenceredux,"Philadelphia, PA",@CapehartJ @JoeBiden Joe Biden was all of us.,"Lakewood, CO",United States,US,[-105.12332    39.685852],45,8,"['joe', 'biden']",-105.12332,39.685852,CO,0.0,0.0,Neutral
2020-10-02 01:53:00,Michael11946712,United States,"@JoeBiden Joe Biden referred to Robert Byrd as his friend and mentor, Robert Byrd was a racist and started the KKK… https://t.co/W6onVFNVf7","Diamond Bar, CA",United States,US,[-117.815428   34.000937],139,22,"['joe', 'biden', 'referred', 'robert', 'byrd', 'friend', 'mentor', 'robert', 'byrd', 'racist', 'started']",-117.815428,34.000937,CA,0.0,0.0,Neutral
2020-10-02 01:51:32,Michael11946712,United States,@JoeBiden Eastland and Robert Byrd look it up people Joe Biden is a renowned racist and white Supremus,"California, USA",United States,US,[-119.306608   37.269176],102,18,"['eastland', 'robert', 'byrd', 'look', 'people', 'joe', 'biden', 'renowned', 'racist', 'white', 'supremus']",-119.306608,37.269176,CA,0.0,0.0,Neutral
2020-10-02 01:51:15,Michael11946712,United States,@JoeBiden #Oh Biden has been lying all day long cleaning President Trump has never condemn or just about KKK or whi… https://t.co/UVvwWQ3brU,"California, USA",United States,US,[-119.306608   37.269176],140,22,"['biden', 'lying', 'day', 'long', 'cleaning', 'president', 'trump', 'never', 'condemn', 'kkk']",-119.306608,37.269176,CA,-0.05,0.4,Negativa
2020-10-02 01:49:12,808_DEPLORABLE,"Hawaii, USA",@JoeBiden Biden wouldn't have shut down China travel for two more months after Trump did. Millions would have died… https://t.co/lZ5r9I6Zvp,"Halawa, HI",United States,US,[-157.917817   21.374832],139,20,"['biden', 'would', 'shut', 'china', 'travel', 'two', 'months', 'trump', 'millions', 'would']",-157.917817,21.374832,HI,0.0,0.0,Neutral
2020-10-02 01:44:40,maria44glass,United States,@AshChaach @JoeBiden @POTUS @HopeHicks Pretty ironic Trump was mocking Biden for wearing a mask after getting off a… https://t.co/8ATm9yAyvF,"Hamptonburgh, NY",United States,US,[-74.225038  41.44358 ],140,19,"['pretty', 'ironic', 'trump', 'mocking', 'biden', 'wearing', 'mask', 'getting']",-74.225038,41.44358,NY,0.225,0.95,Positiva
2020-10-02 01:42:31,zroadruner,"Freedom Fighter Maryland, USA","Listening to @marklevinshow on @seanhannity a few minutes ago, IT IS EVIDENT THAT JOE BIDEN IS A WHITE SUPREMACIST!… https://t.co/G8q06WCgN6","Lake Shore, MD",United States,US,[-76.48367   39.122532],140,20,"['listening', 'minutes', 'ago', 'evident', 'joe', 'biden', 'white', 'supremacist']",-76.48367,39.122532,MD,0.125,0.125,Positiva
2020-10-02 01:38:11,GordonT21023756,"Houston, TX","@KatrinaPierson @TrumpWarRoom @realDonaldTrump @JoeBiden Katrina, don't you think Trump is 10 pts ahead of Biden?","Houston, TX",United States,US,[-95.446486  29.838495],113,15,"['katrina', 'think', 'trump', 'pts', 'ahead', 'biden']",-95.446486,29.838495,TX,0.0,0.0,Neutral
2020-10-02 01:34:57,phillyguy54,"Nashville, TN",@JoeBiden UPDATE: Biden campaign called a lid TODAY. Joe tweeted this YESTERDAY. Enough said.,"Nashville, TN",United States,US,[-86.791549  36.200008],93,14,"['update', 'biden', 'campaign', 'called', 'lid', 'today', 'joe', 'tweeted', 'yesterday', 'enough', 'said']",-86.791549,36.200008,TN,0.0,0.5,Neutral
2020-10-02 01:34:53,Terrybizkit,"Arlington, TX",@JoeBiden Vote Mighty Joe Biden.,"Arlington, TX",United States,US,[-97.135638  32.70185 ],32,5,"['vote', 'mighty', 'joe', 'biden']",-97.135638,32.70185,TX,0.4,0.9,Positiva
2020-10-02 01:34:51,t__m_a_y,"Oakland, CA","Poll: By a 16-point margin, voters said @JoeBiden outperformed @realDonaldTrump in the first… https://t.co/f1OJesZvYk","Chiang Mai, Thailand",Thailand,TH,[98.968911 18.79172 ],117,14,"['poll', 'margin', 'voters', 'said', 'outperformed']",98.968911,18.79172,Non_USA,0.0,0.0,Neutral
2020-10-02 01:21:01,JeffRey77925462,"Augusta, KS","@CheriJacobus @JoeBiden Trump mocking Joe Biden for wearing a mask, in the midst of a Pandemic created by this Viru… https://t.co/xxMX59Wlq8","Augusta, KS",United States,US,[-96.97121   37.695454],140,21,"['trump', 'mocking', 'joe', 'biden', 'wearing', 'mask', 'midst', 'pandemic', 'created']",-96.97121,37.695454,KS,0.0,0.0,Neutral
2020-10-02 01:15:41,BillyBall,"Sleepy Hollow, NY","If you still support Donald J. Trump, you are a racist. The woman who I told that to when she commented on my Biden… https://t.co/UbCdHD9HAL","Sleepy Hollow, NY",United States,US,[-73.858803  41.095165],140,25,"['still', 'support', 'donald', 'trump', 'racist', 'woman', 'told', 'commented']",-73.858803,41.095165,NY,0.0,0.0,Neutral
2020-10-02 01:07:57,swancarek,United States,@JoeBiden Joe Biden's Ignorance and HATE is making everyone SICK,"Ventura, CA",United States,US,[-119.228992   34.289689],64,10,"['joe', 'biden', 'ignorance', 'hate', 'making', 'everyone', 'sick']",-119.228992,34.289689,CA,-0.7571428571428571,0.8785714285714286,Negativa
2020-10-02 01:07:34,matzamafia,N 40°40' 0'' / W 73°58' 0'',Another amazing fact check. https://t.co/z5LIEYXK3F,"Hartsdale, NY",United States,US,[-73.805018  41.020679],51,5,"['another', 'amazing', 'fact', 'check']",-73.805018,41.020679,NY,0.6000000000000001,0.9,Positiva
2020-10-02 01:04:10,chief_224,United States,@FoxNewsSunday it's @realDonaldTrump that should not debate this idiot @JoeBiden ! The debates r RIGGED AGAINST OUR… https://t.co/TwzZTqSa8D,"Tampa, FL",United States,US,[-82.442694  27.996594],140,18,"['debate', 'idiot', 'debates', 'rigged']",-82.442694,27.996594,FL,-0.8,0.8,Negativa
2020-10-02 00:54:57,JoeGGarrison,"Indianapolis, IN",@_BenLee Do we really think the people have any power right now anyway? Our candidates are Donald Trump and Joe Bid… https://t.co/JKcTzEcThO,"Indianapolis, IN",United States,US,[-86.142922  39.779562],140,22,"['really', 'think', 'people', 'power', 'right', 'anyway', 'candidates', 'donald', 'trump', 'joe']",-86.142922,39.779562,IN,0.24285714285714285,0.3678571428571429,Positiva
2020-10-02 00:46:55,awty_maureen,Australia,"@realDonaldTrump Donald Trump rejects calls for rule changes in next presidential debate with Joe Biden, of course… https://t.co/yLLnmkHGQv","Melbourne, Victoria",Australia,AU,[145.053135 -37.972567],139,18,"['donald', 'trump', 'rejects', 'calls', 'rule', 'changes', 'next', 'presidential', 'debate', 'joe', 'biden']",145.053135,-37.972567,Non_USA,0.0,0.0,Neutral
2020-10-02 00:26:09,mlasselin,"Bethesda, Maryland","Here is my confession: I am a real Catholic, and I am not going to vote for Donald J. Trump. https://t.co/lAY59C3JpF via @americamag","Bethesda, MD",United States,US,[-77.118502  38.981337],132,23,"['confession', 'real', 'catholic', 'going', 'vote', 'donald', 'trump', 'via']",-77.118502,38.981337,MD,0.0,0.15000000000000002,Neutral
2020-10-02 00:23:18,m_kordon,United States,@joywood49789830 @JoeBiden Hey Joe you mean 108 years ago. You don't know what planet you are in. You are a disgrac… https://t.co/TYrR9Zbjgk,"Dover, OH",United States,US,[-81.477839  40.515069],140,22,"['hey', 'joe', 'mean', 'years', 'ago', 'know', 'planet']",-81.477839,40.515069,OH,-0.3125,0.6875,Negativa
2020-10-02 00:20:28,Newarkguy1973,"Newark, 3rd oldest big US city","You have got to be kidding me!  The next spot our waiter was a @JoeBiden intern !

These debates are all rigged in… https://t.co/rygvc6ARhX","Belleville, NJ",United States,US,[-74.162658  40.792103],139,24,"['got', 'kidding', 'next', 'spot', 'waiter', 'intern', 'debates', 'rigged']",-74.162658,40.792103,NJ,0.0,0.0,Neutral
2020-10-02 00:17:51,ddeisher,"Oakland, TN",@adamkstout @KamalaHarris @BarackObama @JoeBiden Trump said sure he is against White Supremacist on TV &amp; has said h… https://t.co/5QSuWFIyfV,"Oakland, TN",United States,US,[-89.508896  35.219972],144,19,"['trump', 'said', 'sure', 'white', 'supremacist', 'amp', 'said']",-89.508896,35.219972,TN,0.25,0.4444444444444444,Positiva
2020-10-02 00:17:46,1AwareBlkWmn,United States,"It's rude as hell for Donald Trump to say ""I don't know him"" about Beau Biden. Imagine if politics gave EVERYONE th… https://t.co/0RvR6SyXZY","Boston, MA",United States,US,[-71.088712  42.31367 ],140,23,"['rude', 'hell', 'donald', 'trump', 'say', 'know', 'beau', 'biden', 'imagine', 'politics', 'gave', 'everyone']",-71.088712,42.31367,MA,-0.3,0.6,Negativa
2020-10-02 00:13:51,steveandrewslaw,"Near the Rocket City, Alabama ",@dmpehlis @JoeBiden Heck..Trump did more in his first 4 months than Biden did in 47 yrs!,"Alabama, USA",United States,US,[-86.680738  32.576227],88,16,"['heck', 'trump', 'first', 'months', 'biden', 'yrs']",-86.680738,32.576227,AL,0.25,0.3333333333333333,Positiva
2020-10-02 00:13:17,m_kordon,United States,@mdx3232 @JoeBiden Ear piece for one. Drugs for the second thing. I waunt the USA stay free. Not as Biden wants a s… https://t.co/kVtLrE0ZYM,"Dover, OH",United States,US,[-81.477839  40.515069],140,24,"['ear', 'piece', 'one', 'drugs', 'second', 'thing', 'waunt', 'usa', 'stay', 'free', 'biden', 'wants']",-81.477839,40.515069,OH,0.20000000000000004,0.3,Positiva
2020-10-02 00:09:15,tenilla,"Kansas City, MO",@ReginaL2020 @tmilawson @spatial_anomaly You have been enrolled in our mandatory Walk and Chew Gum tutorial. You wi… https://t.co/CjplsLGF22,"Kansas City, MO",United States,US,[-94.559282  39.100048],140,18,"['enrolled', 'mandatory', 'walk', 'chew', 'gum', 'tutorial']",-94.559282,39.100048,MO,0.0,0.0,Neutral
2020-10-01 23:59:18,Donna80235029,USA,@JoeBiden Unless your those “Dumb Bastards” (Biden’s words) in the military?! Or the Indians in the conscience stor… https://t.co/65IPSoQTxS,"Houston, TX",United States,US,[-95.446486  29.838495],140,19,"['unless', 'dumb', 'bastards', 'biden', 'words', 'military', 'indians', 'conscience']",-95.446486,29.838495,TX,-0.2375,0.3,Negativa
2020-10-01 23:57:32,marksbirch,New York and Singapore,"@ProjectLincoln @JoeBiden @realDonaldTrump Not sure about fund raising, but I am pretty sure that Biden is closer t… https://t.co/r32Ap7AJaO","Middletown, NJ",United States,US,[-74.081747  40.380217],140,19,"['sure', 'fund', 'raising', 'pretty', 'sure', 'biden', 'close']",-74.081747,40.380217,NJ,0.4166666666666667,0.9259259259259259,Positiva
2020-10-01 23:56:17,MaryHeartsCats,North Carolina,.@realDonaldTrump Wrong! You didn’t answer what you were asked. No health plan and no plan for Covid or plans for a… https://t.co/s0mrHzOM9B,"Raleigh, NC",United States,US,[-78.657837  35.843981],140,22,"['wrong', 'answer', 'asked', 'health', 'plan', 'plan', 'covid', 'plans']",-78.657837,35.843981,NC,-0.5,0.9,Negativa
2020-10-01 23:55:29,douglasblackmon,Atlanta / Charlottesville / DC,@Marty_Daniels @erikbee5 @WhiteHouse @PressSec @JoeBiden @FoxNews So your point in all this is that it is some kind… https://t.co/SxGTtzKSCc,"Atlanta, GA",United States,US,[-84.433106  33.767194],140,19,['point'],-84.433106,33.767194,GA,0.0,0.0,Neutral
2020-10-01 23:53:07,ZenaTigress,"maple grove, Minnesota",@zx6chic @LoveAndJustice5 @JoeBiden I accept the apology no i can safely say im no troll its usually the other way… https://t.co/WaYaV8vx4p,"Maple Grove, MN",United States,US,[-93.464884  45.108532],139,21,"['accept', 'apology', 'safely', 'say', 'troll', 'usually']",-93.464884,45.108532,MN,0.125,0.375,Positiva
2020-10-01 23:51:57,TMSblondie,Vermont and NYC ,"Hey fuck twat .@realDonaldTrump 
https://t.co/VpM81DpIoR","Montpelier, VT",United States,US,[-72.585064  44.273787],56,5,"['hey', 'fuck', 'twat']",-72.585064,44.273787,VT,-0.4,0.6,Negativa
2020-10-01 23:43:42,AnitaWarren2,"Ocean Bluff, MA","@CapehartJ @JoeBiden This a.m.I heard a Trump supporter bash Joe Biden for saying ""Shut up, man!"" She said  Trump i… https://t.co/CknReIIzPx","Marshfield, MA",United States,US,[-70.705693  42.111971],140,21,"['heard', 'trump', 'supporter', 'bash', 'joe', 'biden', 'saying', 'shut', 'man', 'said', 'trump']",-70.705693,42.111971,MA,0.0,0.0,Neutral
2020-10-01 23:43:13,MyDogIsSmarter_,United States,"@JoeBiden @realDonaldTrump  in debate on @JoeBiden ."".. We've done a great job. But I tell you, Joe, you could neve… https://t.co/pgHBYhdLRp","Rohnert Park, CA",United States,US,[-122.699418   38.343445],140,21,"['debate', 'done', 'great', 'job', 'tell', 'joe', 'could']",-122.699418,38.343445,CA,0.8,0.75,Positiva
2020-10-01 23:38:24,oigirltype4D,New Jersey,Does @JoeBiden disavow BLM and Antifa?!? I mean specifically call them out Biden by name! Fill in the blank since y… https://t.co/evnnZVQLfY,"New Jersey, USA",United States,US,[-74.724324  40.073041],140,22,"['disavow', 'blm', 'antifa', 'mean', 'specifically', 'call', 'biden', 'name', 'fill', 'blank', 'since']",-74.724324,40.073041,NJ,-0.15625,0.34375,Negativa
2020-10-01 23:34:50,ToniRagusa,Wrigley Field,Check out this article: https://t.co/aqdOpKSLfl https://t.co/aqdOpKSLfl,"Lincolnwood, IL",United States,US,[-87.735682  42.00629 ],71,6,"['check', 'article']",-87.735682,42.00629,IL,0.0,0.0,Neutral
2020-10-01 23:32:25,PhireIsland,United States,"Joe Biden: Niggers💙
Donald Trump: Niggas https://t.co/r9Zo3SRThE","New Haven, CT",United States,US,[-72.929158  41.298394],64,7,"['joe', 'biden', 'donald', 'trump', 'niggas']",-72.929158,41.298394,CT,0.0,0.0,Neutral
2020-10-01 23:23:59,RobertZawodski,Mexico,@JoeBiden Whose co-chairtweeted¿? 'Voting for Joe Biden is like eating a bowl of s***'....,Outside The Bowl,Mexico,MX,[-116.971268   32.50042 ],90,14,"['whose', 'joe', 'biden', 'like', 'eating', 'bowl']",-116.971268,32.50042,Non_USA,0.0,0.0,Neutral
2020-10-01 23:12:16,justinm68139608,"Pico Rivera, CA",@AgainstActivist @Megan__12 @boredtbitch @cristiandennis_ @JoeBiden Also the law he is using was help written by jo… https://t.co/96FrYigexP,"El Monte, CA",United States,US,[-118.035289   34.070871],140,17,"['also', 'law', 'using', 'help', 'written']",-118.035289,34.070871,CA,0.0,0.0,Neutral
2020-10-01 23:08:02,outdoormidge,United States,@realDonaldTrump My favorite moment of the debate was when Joe Biden looked directly into the camera and “I am proud of my son.”  @JoeBiden,"Columbine, CO",United States,US,[-105.064586   39.581987],139,24,"['favorite', 'moment', 'debate', 'joe', 'biden', 'looked', 'directly', 'camera', 'proud', 'son']",-105.064586,39.581987,CO,0.4666666666666666,0.7999999999999999,Positiva
2020-10-01 22:52:09,SarahClift10,United Kingdom,A Donald Trump triumph over Joe Biden would be an alarming sign that democratic institutions in the U.S. are badly… https://t.co/tg823SyIbh,"Ringwood, England",United Kingdom,GB,[-1.773392 50.845375],139,21,"['donald', 'trump', 'triumph', 'joe', 'biden', 'would', 'alarming', 'sign', 'democratic', 'institutions']",-1.773392,50.845375,Non_USA,-0.1,0.6,Negativa
2020-10-01 22:51:52,BradWarkentien,United States,@MeloniaSherban @balinoruo @joshdcaplan @JoeBiden @KamalaHarris They're extremely obsequious when it comes to Biden… https://t.co/Yp3tM3xoAw,"Huntington, IN",United States,US,[-85.498108  40.884839],140,14,"['extremely', 'obsequious', 'comes']",-85.498108,40.884839,IN,-0.125,1.0,Negativa
2020-10-01 22:50:51,jerryswanigan,"Polk City, FL","@Charliedesigns3 @JoeBiden Florida, no longer a Republican. Will be delivering my mail in ballot voting for Joe Biden","Florida, USA",United States,US,[-83.804475  27.698682],117,18,"['florida', 'long', 'republican', 'delivering', 'mail', 'ballot', 'voting', 'joe', 'biden']",-83.804475,27.698682,FL,-0.05,0.4,Negativa
2020-10-01 22:50:30,PatrickGTuohy1,"Kerry, Ireland","@realDonaldTrump You are delusional scary donald.
Joe Biden won the debate as your behaviour in debate was 'Gutter Bullying'","Kerry, Ireland",Ireland,IE,[-9.869329 52.145516],124,19,"['delusional', 'scary', 'donald', 'joe', 'biden', 'debate', 'behaviour', 'debate', 'bullying']",-9.869329,52.145516,Non_USA,-0.5,1.0,Negativa
2020-10-01 22:47:36,kaanapali2,United States,President Trump blatantly condemned white supremacy so get over it CNN you idiots! https://t.co/DeyxWNYK3p,"Napili-Honokowai, HI",United States,US,[-156.668305   20.975137],106,14,"['president', 'trump', 'blatantly', 'condemned', 'white', 'supremacy', 'get', 'cnn', 'idiots']",-156.668305,20.975137,HI,-0.43333333333333335,0.43333333333333335,Negativa
2020-10-01 22:42:08,mickeytip,United States,@kilmeade @JoeBiden @realDonaldTrump Wallace hates Trump and made it very clear. He gave soft questions to Biden ye… https://t.co/uDbVdptO9E,"Brooklyn, NY",United States,US,[-73.948776  40.655138],140,19,"['wallace', 'hates', 'trump', 'made', 'clear', 'gave', 'soft', 'questions', 'biden']",-73.948776,40.655138,NY,0.1,0.36666666666666664,Positiva
2020-10-01 22:41:24,therealpinoyrob,"Wellington, Florida",I love the title of his video because its true about Donald Trump and yet somehow also describes Joe Biden's stance… https://t.co/zFv0VoKkVS,"Wellington, FL",United States,US,[-80.233244  26.624908],140,22,"['love', 'title', 'video', 'true', 'donald', 'trump', 'yet', 'somehow', 'also', 'describes', 'joe', 'biden']",-80.233244,26.624908,FL,0.425,0.625,Positiva
2020-10-01 22:36:40,ChloeMS,"Maine, USA","Why Joe Biden Owes His Debate Win To Donald Trump
@TheNatlInterest #Debates2020 

https://t.co/R62fPPEScl","Maine, USA",United States,US,[-68.984705  45.188407],105,13,"['joe', 'biden', 'owes', 'debate', 'win', 'donald', 'trump']",-68.984705,45.188407,ME,0.8,0.4,Positiva
2020-10-01 22:29:48,GerkOlson,United States,@JoeBiden Vice President Biden President Trump is inviting Voters intimidation of Democratic voters and minorities… https://t.co/9kQePHhbdd,"Orchards, WA",United States,US,[-122.524333   45.683106],139,16,"['vice', 'president', 'biden', 'president', 'trump', 'inviting', 'voters', 'intimidation', 'democratic', 'voters']",-122.524333,45.683106,WA,0.0,0.0,Neutral
2020-10-01 22:27:25,StanleyAjama,"Federal Capital Territory, Nig",@Roland_speaks He knows everything about Trump and will be a key to Biden when he starts exposing Donald,"Federal Capital Territory, Nigeria",Nigeria,NG,[7.253046 8.942484],104,18,"['knows', 'everything', 'trump', 'key', 'biden', 'starts', 'exposing', 'donald']",7.253046,8.942484,Non_USA,0.0,1.0,Neutral
2020-10-01 22:26:45,Sailingflyingd,United States,"@JoeBiden VP Joe Biden was envoy to Ukraine when Hunter Biden receives $800k yr job with Burisma, w no experience a… https://t.co/0GnZNb4gfz","Florida, USA",United States,US,[-83.804475  27.698682],140,22,"['joe', 'biden', 'envoy', 'ukraine', 'hunter', 'biden', 'receives', 'job', 'burisma', 'experience']",-83.804475,27.698682,FL,0.0,0.0,Neutral
2020-10-01 22:20:42,marycar48337462,United States,@cranky_yankee Do not buy John Bolton‘s books he will not vote for Joe Biden he’s going to write in a name so that… https://t.co/6jPLkZVInY,"Alabama, USA",United States,US,[-86.680738  32.576227],139,24,"['buy', 'john', 'bolton', 'books', 'vote', 'joe', 'biden', 'going', 'write', 'name']",-86.680738,32.576227,AL,0.0,0.0,Neutral
2020-10-01 22:15:39,jonliedtke,"Windsor, Ontario, Canada.",A new 338Canada/Léger poll shows that from coast to coast Canadians overwhelmingly support Biden over Trump. The on… https://t.co/hLduJ6MMDh,"Windsor, Ontario",Canada,CA,[-83.002086  42.295065],140,19,"['new', 'poll', 'shows', 'coast', 'coast', 'canadians', 'overwhelmingly', 'support', 'biden', 'trump']",-83.002086,42.295065,Non_USA,0.3181818181818182,0.7272727272727273,Positiva
2020-10-01 22:07:44,ArgoJournal,"Miami Beach, Florida","@wsbtv @JoeBiden @realDonaldTrump “By race, Biden maintains his commanding lead among Black voters, nearly 82% to T… https://t.co/Rw5RkLkepX","Bay Harbor Islands, FL",United States,US,[-80.133811  25.88765 ],140,18,"['race', 'biden', 'maintains', 'commanding', 'lead', 'among', 'black', 'voters', 'nearly']",-80.133811,25.88765,FL,-0.033333333333333326,0.4166666666666667,Negativa
2020-10-01 22:05:21,Waltonfinearts,"London, UK","Borat praises Donald Trump in spoof video as details of sequel released... so exciting 🤣🤣
.
.
#borat #alig… https://t.co/bfPMFU5dpd","Kensington, London",United Kingdom,GB,[-0.18919  51.503786],131,20,"['borat', 'praises', 'donald', 'trump', 'spoof', 'video', 'details', 'sequel', 'released', 'exciting', 'borat']",-0.18919,51.503786,Non_USA,0.09999999999999999,0.5,Positiva
2020-10-01 22:04:14,BKE1964,USA,@JoeBiden trump used the short time to exspose biden having people that are hidden from the truth by the media usei… https://t.co/sl1ltQM9CK,"Franklin, IN",United States,US,[-86.053356  39.492245],140,22,"['trump', 'used', 'short', 'time', 'exspose', 'biden', 'people', 'hidden', 'truth', 'media']",-86.053356,39.492245,IN,-0.08333333333333333,0.31666666666666665,Negativa
2020-10-01 22:05:21,Waltonfinearts,"London, UK","Borat praises Donald Trump in spoof video as details of sequel released... so exciting 🤣🤣
.
.
#borat #alig… https://t.co/bfPMFU5dpd","Kensington, London",United Kingdom,GB,[-0.18919  51.503786],131,20,"['borat', 'praises', 'donald', 'trump', 'spoof', 'video', 'details', 'sequel', 'released', 'exciting', 'borat']",-0.18919,51.503786,Non_USA,0.09999999999999999,0.5,Positiva
2020-10-01 22:04:14,BKE1964,USA,@JoeBiden trump used the short time to exspose biden having people that are hidden from the truth by the media usei… https://t.co/sl1ltQM9CK,"Franklin, IN",United States,US,[-86.053356  39.492245],140,22,"['trump', 'used', 'short', 'time', 'exspose', 'biden', 'people', 'hidden', 'truth', 'media']",-86.053356,39.492245,IN,-0.08333333333333333,0.31666666666666665,Negativa
2020-10-01 21:53:03,elikalil,"Ashtabula, OH","Ohio is a battleground state. We’ve been saying this all along.

https://t.co/cOixtg53vl","Bainbridge, OH",United States,US,[-81.327607  41.386326],88,12,"['ohio', 'battleground', 'state', 'saying', 'along']",-81.327607,41.386326,OH,0.0,0.0,Neutral
2020-10-01 21:41:15,BeevaloB,"Wisconsin, USA",@rickwtyler @JoeBiden @realDonaldTrump I don't think Biden demeaned himself in debate 1 - he acquitted himself well… https://t.co/AnemPAyjYE,"Wisconsin, USA",United States,US,[-89.569492  44.900818],140,18,"['think', 'biden', 'demeaned', 'debate', 'acquitted']",-89.569492,44.900818,WI,0.0,0.0,Neutral
2020-10-01 21:36:17,THEDGRANT,843–757,The United States population is 328.2 million. And we have to choose between Donald Trump and Joe Biden to be the P… https://t.co/30oyFNBOOV,"Stockton, CA",United States,US,[-121.300425   37.980826],140,23,"['united', 'states', 'population', 'million', 'choose', 'donald', 'trump', 'joe', 'biden']",-121.300425,37.980826,CA,0.0,0.0,Neutral
2020-10-01 21:36:11,honorverity,"New York, USA",OH voter: ‘There’s that silent majority that’s going to vote for Joe Biden that’s not going to vote for Donald Trum… https://t.co/VZfsNbIYO6,"Amityville, NY",United States,US,[-73.415762  40.673832],140,22,"['voter', 'silent', 'majority', 'going', 'vote', 'joe', 'biden', 'going', 'vote', 'donald']",-73.415762,40.673832,NY,0.0,0.1,Neutral
2020-10-01 21:33:46,FreddieEastwoo2,N. Alabama(from Fla.),@holly_mo @DoYouEvenLif @JoeBiden We voted Joe Biden and Democrats.,"Alabama, USA",United States,US,[-86.680738  32.576227],67,9,"['voted', 'joe', 'biden', 'democrats']",-86.680738,32.576227,AL,0.0,0.0,Neutral
2020-10-01 21:32:50,wescutshall,"Houston, TX",@KatKenn48 @Carlos97960481 @JoeBiden Problem is I only have to go back on DAY to find a racially concerning stateme… https://t.co/4bFENRcpCz,"Houston, TX",United States,US,[-95.446486  29.838495],140,20,"['problem', 'back', 'day', 'find', 'racially', 'concerning']",-95.446486,29.838495,TX,0.0,0.0,Neutral
2020-10-01 21:28:47,janettewms,"Virginia, USA","Disrespectful as hell.  Biden handled it well.  Biden could have attacked Barron, Donald, Jr. &amp; Eric but he stayed… https://t.co/gohKVFoGTg","McLean, VA",United States,US,[-77.203884  38.937486],143,20,"['disrespectful', 'hell', 'biden', 'handled', 'well', 'biden', 'could', 'attacked', 'barron', 'donald', 'amp', 'eric']",-77.203884,38.937486,VA,0.0,0.0,Neutral
2020-10-01 21:25:47,darrelfun,"Temecula, Ca","“HOW CAN JOE BIDEN RESPECT AMERICANS, IF HE CAN NOT RESPECT THE PRESIDENT OF THE UNITED STATES?????” @JoeBiden… https://t.co/3TXGurzYzy","Temecula, CA",United States,US,[-117.119516   33.501021],135,19,"['joe', 'biden', 'respect', 'americans', 'respect', 'president', 'united', 'states']",-117.119516,33.501021,CA,0.0,0.0,Neutral
2020-10-01 21:09:07,douglasblackmon,Atlanta / Charlottesville / DC,@Marty_Daniels @erikbee5 @WhiteHouse @PressSec @JoeBiden So you’re fine w/ a White House press secretary who can’t… https://t.co/KS3skPAmuD,"Atlanta, GA",United States,US,[-84.433106  33.767194],139,17,"['fine', 'white', 'house', 'press', 'secretary']",-84.433106,33.767194,GA,0.20833333333333334,0.25,Positiva
2020-10-01 21:08:53,Lizbeth528,United States,They've had enough of @realDonaldTrump.The Republican Party will never change. They are not working for Americans a… https://t.co/6sGKaD8zdC,"Casas Adobes, AZ",United States,US,[-111.032309   32.342708],140,18,"['enough', 'republican', 'party', 'never', 'change', 'working', 'americans']",-111.032309,32.342708,AZ,0.0,0.5,Neutral
2020-10-01 21:08:30,pmehmah, USA,@SugarMagnolia68 @SgmWarlord @JoeBiden He's an absolutely disgusting excuse for a human being. The fact they will v… https://t.co/mwz6oN5bOB,"Lompoc, CA",United States,US,[-120.47034    34.654425],140,18,"['absolutely', 'disgusting', 'excuse', 'human', 'fact']",-120.47034,34.654425,CA,-0.35000000000000003,0.38333333333333336,Negativa
2020-10-01 21:06:42,509ShawnG,"Spokane, WA","Trump's latest punt on White supremacy shows a debate rebound will be tough

https://t.co/cs6gLZHOKI","Spokane, WA",United States,US,[-117.434547   47.667438],100,14,"['trump', 'late', 'punt', 'white', 'supremacy', 'shows', 'debate', 'rebound', 'tough']",-117.434547,47.667438,WA,-0.22962962962962963,0.4777777777777778,Negativa
