user_name,message,refinado,nLabel,neg_scores,neu_scores,pos_scores,compound_scores,NOUN,PRON,VERB,ADJ,ADV
abiad_nimeiry,"On a humanitarian initiative:

 Joe Biden will remove all of his negative advertising campaigns about President Don… https://t.co/vwiOPVgQgQ","['humanitarian', 'initiative', 'joe', 'biden', 'remove', 'negative', 'advertising', 'campaigns', 'president']",-1,0.316,0.684,0.0,-0.5719,3.0,1.0,1.0,1.0,0.0
Mgeotsa,Biden DCed negative ads! Do you remember 2016. HRC ill w pneumonia. He went on the attack. More negative ads than e… https://t.co/ZejdSh3lci,"['biden', 'dced', 'negative', 'ads', 'remember', 'hrc', 'ill', 'pneumonia', 'went', 'attack', 'negative', 'ads']",-1,0.624,0.376,0.0,-0.9231,3.0,1.0,2.0,1.0,1.0
VexedAgain,@jrgaillot @JoeBiden I’m a gajillion% against Biden pulling negative ads about #Trump or #Republicans @JoeBiden. It… https://t.co/BjnCNTly03,"['gajillion', 'biden', 'pulling', 'negative', 'ads', 'trump', 'republicans']",-1,0.381,0.619,0.0,-0.5719,3.0,0.0,2.0,1.0,0.0
DeeLiteFool,"@Only1King999 @wyn_o @CravensBlack @StephenKing And if you notice, not one person is saying this quote or his stanc… https://t.co/pRZfGT9Wyp","['notice', 'one', 'person', 'saying', 'quote']",0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0
RussOnPolitics,"@SteveSchmidtSES @JoeBiden OK, Steve Schmidt is convincing me that maybe Joe Biden should put his negative ads up a… https://t.co/oZ7Lbl6Xe3","['steve', 'schmidt', 'convincing', 'maybe', 'joe', 'biden', 'put', 'negative', 'ads']",1,0.276,0.522,0.201,-0.25,3.0,2.0,3.0,1.0,1.0
SylviaPatcas,"Well, what do you expect when from President down refused to acknowledge severity of covid19?
#TrumpFail… https://t.co/loEMq67DBs","['well', 'expect', 'president', 'refused', 'acknowledge', 'severity']",0,0.265,0.482,0.253,-0.0258,2.0,2.0,3.0,0.0,2.0
gbuckeye2016,"@BenSimmons25 @JoeBiden @KamalaHarris Ben, Biden could not build a Lincoln Log House. He is weak and the socialist… https://t.co/C5GfEnPlSS","['ben', 'biden', 'could', 'build', 'lincoln', 'log', 'house', 'weak']",-1,0.293,0.707,0.0,-0.4404,2.0,1.0,2.0,1.0,1.0
HeddenMirna,"@JoeBiden Mr.Joe Biden you have both of our votes, We wish you the best of luck in the Presidential Debate will Trump.","['biden', 'votes', 'wish', 'best', 'luck', 'presidential', 'debate', 'trump']",1,0.0,0.336,0.664,0.872,2.0,2.0,2.0,2.0,0.0
RGorzen,"""Correct The Record: Biden Makes 33 False Or Misleading Claims At The Debate | Donald J. Trump for President"" https://t.co/P1ap5zeK6J","['correct', 'record', 'biden', 'makes', 'false', 'misleading', 'claims', 'debate', 'donald', 'trump', 'president']",-1,0.213,0.787,0.0,-0.4019,2.0,0.0,1.0,0.0,0.0
DouglassWillia9,@JoeBiden @KamalaHarris @SpeakerPelosi @ananavarro President Trump has negative ads rolling still about Joe Biden a… https://t.co/ehYR1tPXjD,"['president', 'trump', 'negative', 'ads', 'rolling', 'still', 'joe', 'biden']",-1,0.346,0.654,0.0,-0.5719,3.0,0.0,2.0,1.0,1.0
zimney_leanna,@JonEmerick1 @gayleasher1 @Acosta @JoeBiden Ah yes tRump raped 13 yr old Katie Johnson wonder if they'll actually g… https://t.co/raz21VuYsn,"['yes', 'trump', 'raped', 'old', 'katie', 'johnson', 'wonder', 'actually']",1,0.346,0.451,0.203,-0.4404,3.0,0.0,3.0,1.0,1.0
aplainswoman,@pigriffs @JoeBiden Trump’s been on a 4-year job interview. He’s not an unknown. Someone needs to remind him that B… https://t.co/gphocHEUxa,"['trump', 'job', 'interview', 'unknown', 'someone', 'needs', 'remind']",-1,0.0,1.0,0.0,0.0,3.0,1.0,4.0,1.0,1.0
zimney_leanna,"@TeaPainUSA Biden, being the man of integrity that HE is, pulled ALL negative ADS, for now, during this crisis for… https://t.co/luJ3JApRa3","['biden', 'man', 'integrity', 'pulled', 'negative', 'ads', 'crisis']",-1,0.542,0.278,0.181,-0.7351,2.0,0.0,3.0,1.0,0.0
astnbradford,"@TheTrut29192201 @LONE_WOLF_FLA @JoeBiden I’m not saying he’s done anything lol, b if Joe Biden has all the answers… https://t.co/esNQyPpjPL","['saying', 'done', 'anything', 'lol', 'joe', 'biden']",1,0.0,0.641,0.359,0.4215,2.0,0.0,3.0,1.0,1.0
1011NIGHTMARE,Donald Trump Teases a President Bid During a 1988 Oprah Show | The Oprah... https://t.co/t9f8uC0r9O via @YouTube.… https://t.co/ZTinnBzi4p,"['donald', 'trump', 'teases', 'president', 'bid', 'oprah', 'show', 'oprah', 'via']",0,0.216,0.784,0.0,-0.296,2.0,0.0,1.0,0.0,0.0
boraba,@realDonaldTrump making fun of Hillary about four years ago when she was sick with pneumonia. Today @JoeBiden offer… https://t.co/Fu63HuwF51,"['making', 'fun', 'hillary', 'four', 'years', 'ago', 'sick', 'pneumonia', 'today']",-1,0.243,0.515,0.243,0.0,3.0,1.0,2.0,1.0,2.0
lcathcart4596,"@gnuseibeh @realDonaldTrump @JoeBiden I assure you, sir, that if Biden was the one who tested positive, trump would… https://t.co/NNIf4p3suS","['assure', 'sir', 'biden', 'one', 'tested', 'positive', 'trump']",1,0.0,0.455,0.545,0.7184,2.0,2.0,2.0,1.0,0.0
Magga_DN,@gnuseibeh @realDonaldTrump @JoeBiden This is some bullshit. No one in the WH has followed the guidelines set and t… https://t.co/rvgMHCv5w4,"['bullshit', 'one', 'followed', 'guidelines', 'set']",0,0.487,0.513,0.0,-0.5859,3.0,0.0,2.0,1.0,0.0
vic54925915,"@mwilliams3865 @JoeBiden I don't get it.  I don't like Trump as a president, but I do honestly hope he and his wife… https://t.co/lGl4Q8du7E","['get', 'like', 'trump', 'president', 'honestly', 'hope']",1,0.0,0.263,0.737,0.8126,2.0,2.0,2.0,1.0,1.0
MnpipkinPipkin,@mmpadellan Absolutely.  Biden must win and win big!!!  Our democracy cannot take another 4 years of Donald Trump!,"['absolutely', 'biden', 'must', 'win', 'win', 'big', 'democracy', 'take', 'another', 'years', 'donald', 'trump']",1,0.0,0.56,0.44,0.8344,3.0,1.0,1.0,0.0,0.0
WakoJoel,President Donald Trump has been hospitalized following #COVID19 diagnosis as ex-aide Kellyanne Conway tests positiv… https://t.co/fj6C6XhoPS,"['president', 'donald', 'trump', 'hospitalized', 'following', 'diagnosis', 'kellyanne', 'conway', 'tests']",0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0
GiovanniBitont4,"@VinGuptaMD 
What's a Biden politician, like you giving advice on Pres. Trump's condition.
You sly dog !!!
@realDonaldTrump 
@JoeBiden","['biden', 'politician', 'like', 'giving', 'advice', 'pres', 'trump', 'condition', 'sly', 'dog']",0,0.0,0.62,0.38,0.5994,2.0,1.0,2.0,1.0,2.0
gailnewshound,"@SteveSchmidtSES @JoeBiden This is no time for the Biden campaign to stop their ads.  Would Trump do it? No, and he… https://t.co/fghkZP7jqt","['time', 'biden', 'campaign', 'stop', 'ads', 'would', 'trump']",0,0.268,0.732,0.0,-0.296,2.0,1.0,3.0,0.0,1.0
Donald_E_Heller,"This just about says it all

https://t.co/hE0yGNwaIs",['says'],0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
cinwick,"@glennforsycamo1 @JoeBiden You get educated!  Our potus just made fun of 46 at the debate, because he is always wea… https://t.co/yOA6N0wyaK","['get', 'educated', 'potus', 'made', 'fun', 'debate', 'always']",1,0.0,0.645,0.355,0.5106,2.0,2.0,4.0,1.0,1.0
DrVeeri,"Biden vs Trump: US presidential election poll tracker https://t.co/ENNlWigC3X via @FinancialTimes

With weeks to go… https://t.co/fk6Gz1xgHX","['biden', 'trump', 'presidential', 'election', 'poll', 'tracker', 'via', 'weeks']",0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0
dnewbern01,"@mmpadellan Wholeheartedly Agree!!!
@JoeBiden @KamalaHarris @DNC 
Keep your foot on the gas!
Keep your eye on the p… https://t.co/FvzMwGGHNb","['wholeheartedly', 'agree', 'keep', 'foot', 'gas', 'keep', 'eye']",0,0.0,0.706,0.294,0.3612,2.0,1.0,0.0,1.0,0.0
SheckyBeagleman,"Here is my confession: I am a real Catholic, and I am not going to vote for Donald J. Trump. https://t.co/XJiSpGVRE6 via @americamag","['confession', 'real', 'catholic', 'going', 'vote', 'donald', 'trump', 'via']",0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0
eriq49,"@ReallyAmerican1 @kurteichenwald Ok, since that one is out there all over the floor, how safe is Joe Biden from Don… https://t.co/zN6A3BZw3x","['since', 'one', 'floor', 'safe', 'joe', 'biden']",1,0.0,0.633,0.367,0.4404,2.0,0.0,1.0,1.0,2.0
factorfiction67,@JoeBiden - The Biden campaign should demand an apology from the Trump campaign for their blatant malice and neglig… https://t.co/DKvjDZVevd,"['biden', 'campaign', 'demand', 'apology', 'trump', 'campaign', 'blatant', 'malice']",-1,0.172,0.69,0.138,-0.0772,2.0,1.0,1.0,1.0,0.0
lroerig1255,"@KatyTurNBC Today,Joe Biden when hearing the unfortunate news about POTUS contracting Covid,did not mock him nor di… https://t.co/Id28TGOFcl","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news', 'potus', 'contracting', 'covid', 'mock']",-1,0.42,0.58,0.0,-0.7003,2.0,1.0,3.0,1.0,2.0
lroerig1255,"@atrupar Today,Joe Biden when hearing the unfortunate news about POTUS contracting Covid,did not mock him nor did h… https://t.co/EVz8Emyae3","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news', 'potus', 'contracting', 'covid', 'mock']",-1,0.42,0.58,0.0,-0.7003,2.0,1.0,4.0,1.0,2.0
lroerig1255,"@latimes Today,Joe Biden when hearing the unfortunate news about POTUS contracting Covid,did not mock him nor did h… https://t.co/JAfobQ5Kiu","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news', 'potus', 'contracting', 'covid', 'mock']",-1,0.42,0.58,0.0,-0.7003,3.0,1.0,4.0,1.0,2.0
lroerig1255,"@latimes Today,Joe Biden when hearing the unfortunate news about POTUS contracting Covid,did not mock him nor did h… https://t.co/wVF0epXPce","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news', 'potus', 'contracting', 'covid', 'mock']",-1,0.42,0.58,0.0,-0.7003,3.0,1.0,4.0,1.0,2.0
lroerig1255,"@RIPJeremyT @tuan007 @gtconway3d Today,Joe Biden when hearing the unfortunate news about POTUS contracting Covid,di… https://t.co/crt2jmXF2N","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news', 'potus', 'contracting', 'covid']",-1,0.273,0.727,0.0,-0.4588,2.0,0.0,1.0,1.0,1.0
lroerig1255,"@JaxAlemany @KatyTurNBC Today,Joe Biden when hearing the unfortunate news about POTUS contracting Covid,did not moc… https://t.co/2xZpQ6KxYl","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news', 'potus', 'contracting', 'covid']",-1,0.273,0.727,0.0,-0.4588,2.0,0.0,2.0,1.0,2.0
dnfluence,@leisviews @JoeBiden So only by your definition is Biden a socialist... However whenever Trump's action reflects th… https://t.co/ZdrXTUpBgw,"['definition', 'biden', 'socialist', 'however', 'whenever', 'trump', 'action', 'reflects']",1,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0
lroerig1255,"@LoriWms @kenolin1 @JoeBiden @KamalaHarris Today,Joe Biden when hearing the unfortunate news about POTUS contractin… https://t.co/bokCDU2CEP","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news', 'potus']",-1,0.333,0.667,0.0,-0.4588,2.0,0.0,1.0,1.0,1.0
lroerig1255,"@ShigeyoK @kenolin1 @SheriBentsen @JoeBiden @KamalaHarris Today,Joe Biden when hearing the unfortunate news about P… https://t.co/tBi1pxgCzH","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news']",-1,0.375,0.625,0.0,-0.4588,2.0,0.0,1.0,1.0,1.0
lroerig1255,"@GoldenLadyofAz @waltshaub Today,Joe Biden when hearing the unfortunate news about POTUS contracting Covid,did not… https://t.co/D12fHzM5yb","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news', 'potus', 'contracting', 'covid']",-1,0.273,0.727,0.0,-0.4588,2.0,0.0,1.0,1.0,1.0
lroerig1255,"@alink2stc @stillperfect72 @briantylercohen @CBSNews Today,Joe Biden when hearing the unfortunate news about POTUS… https://t.co/NbcvPUpPwb","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news']",-1,0.375,0.625,0.0,-0.4588,2.0,0.0,1.0,1.0,1.0
lroerig1255,@HenryLaLa312 @kenolin1 @JoeBiden @KamalaHarris @AmyMcGrathKY @CaptMarkKelly @SaraGideon @Hickenlooper… https://t.co/fmqeYeDUNP,[],0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0
lroerig1255,"@tracynrob @kenolin1 @JoeBiden @KamalaHarris Today,Joe Biden when hearing the unfortunate news about POTUS contract… https://t.co/mPOY2xv5fA","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news', 'potus']",-1,0.333,0.667,0.0,-0.4588,2.0,0.0,1.0,1.0,1.0
lroerig1255,"@nomadic1960 @kenolin1 @JoeBiden @KamalaHarris Today,Joe Biden when hearing the unfortunate news about POTUS contra… https://t.co/USbtx0xDlb","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news', 'potus']",-1,0.333,0.667,0.0,-0.4588,2.0,0.0,1.0,1.0,1.0
lroerig1255,"@MichaelG398 @kenolin1 @JoeBiden @KamalaHarris Today,Joe Biden when hearing the unfortunate news about POTUS contra… https://t.co/Tj7hy4S3Mx","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news', 'potus']",-1,0.333,0.667,0.0,-0.4588,2.0,0.0,1.0,1.0,1.0
lroerig1255,"@Dovebyrd @Minimimi1313 @kenolin1 @JoeBiden @KamalaHarris Today,Joe Biden when hearing the unfortunate news about P… https://t.co/baPOotqsPM","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news']",-1,0.375,0.625,0.0,-0.4588,2.0,0.0,1.0,1.0,1.0
lroerig1255,"@luceforma @kenolin1 @kimposble3 @JoeBiden @KamalaHarris Today,Joe Biden when hearing the unfortunate news about PO… https://t.co/0XnAcrXSxF","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news']",-1,0.375,0.625,0.0,-0.4588,2.0,0.0,1.0,1.0,1.0
lroerig1255,"@EXNTRIK2 @kenolin1 @JoeBiden @KamalaHarris Today,Joe Biden when hearing the unfortunate news about POTUS contracti… https://t.co/cGfsuTwMal","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news', 'potus']",-1,0.333,0.667,0.0,-0.4588,2.0,0.0,1.0,1.0,1.0
lroerig1255,"@toni_towe @kenolin1 @JoeBiden @KamalaHarris Today,Joe Biden when hearing the unfortunate news about POTUS contract… https://t.co/9S9zeLeCfD","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news', 'potus']",-1,0.333,0.667,0.0,-0.4588,2.0,0.0,1.0,1.0,1.0
lroerig1255,"@SasiSuthunLibrl @kenolin1 @JoeBiden @KamalaHarris Today,Joe Biden when hearing the unfortunate news about POTUS co… https://t.co/yb7bSOHWZc","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news', 'potus']",-1,0.333,0.667,0.0,-0.4588,2.0,0.0,1.0,1.0,1.0
lroerig1255,"@nomadic1960 @kenolin1 @JoeBiden @KamalaHarris Today,Joe Biden when hearing the unfortunate news about POTUS contra… https://t.co/8owtxVTs2f","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news', 'potus']",-1,0.333,0.667,0.0,-0.4588,2.0,0.0,1.0,1.0,1.0
lroerig1255,"@TamiSeattle @kenolin1 @JoeBiden @KamalaHarris Today,Joe Biden when hearing the unfortunate news about POTUS contra… https://t.co/YgQuAtEZgJ","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news', 'potus']",-1,0.333,0.667,0.0,-0.4588,2.0,0.0,1.0,1.0,1.0
lroerig1255,"@MalintaHill @kenolin1 @JoeBiden @KamalaHarris Today,Joe Biden when hearing the unfortunate news about POTUS contra… https://t.co/uKHMn4q1nm","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news', 'potus']",-1,0.333,0.667,0.0,-0.4588,2.0,0.0,1.0,1.0,1.0
lroerig1255,"@Joe_Kubacki @kenolin1 @JoeBiden @KamalaHarris Today,Joe Biden when hearing the unfortunate news about POTUS contra… https://t.co/cbIUvTrv5F","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news', 'potus']",-1,0.333,0.667,0.0,-0.4588,2.0,0.0,1.0,1.0,1.0
lroerig1255,"@therealkjko @kenolin1 @JoeBiden @KamalaHarris Today,Joe Biden when hearing the unfortunate news about POTUS contra… https://t.co/iBhVZ6wEUH","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news', 'potus']",-1,0.333,0.667,0.0,-0.4588,2.0,0.0,1.0,1.0,1.0
lroerig1255,"@Odyssia2 @kenolin1 @JoeBiden @KamalaHarris Today,Joe Biden when hearing the unfortunate news about POTUS contracti… https://t.co/FOXLvQHIG8","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news', 'potus']",-1,0.333,0.667,0.0,-0.4588,2.0,0.0,1.0,1.0,1.0
lroerig1255,"@davidmweissman Today,Joe Biden when hearing the unfortunate news about POTUS contracting Covid,did not mock him no… https://t.co/UPCdy647Yf","['today', 'joe', 'biden', 'hearing', 'unfortunate', 'news', 'potus', 'contracting', 'covid', 'mock']",-1,0.42,0.58,0.0,-0.7003,2.0,1.0,3.0,1.0,2.0
dnewbern01,"@MeetResist @JoeBiden YES!!!
Keep the gloves on!
Keep the foot on the gas pedal!
Stay focused!
Keep moving forward!… https://t.co/if28xHo2RG","['yes', 'keep', 'gloves', 'keep', 'foot', 'gas', 'pedal', 'stay', 'focused', 'keep', 'moving', 'forward']",0,0.0,0.654,0.346,0.6486,3.0,0.0,2.0,1.0,1.0
dnewbern01,@chewbs2 @mary90616311 @Kokomothegreat I agree! Already seeing attack ads against Biden here in Florida on all majo… https://t.co/7mZrtSuedZ,"['agree', 'already', 'seeing', 'attack', 'ads', 'biden', 'florida']",0,0.292,0.472,0.236,-0.1531,3.0,1.0,2.0,1.0,1.0
cheredm,@CuomoPrimeTime @ChrisCuomo The very time it was reported Biden withdrew negative ads today because Pres &amp; First La… https://t.co/y8v99g1d9q,"['time', 'reported', 'biden', 'withdrew', 'negative', 'ads', 'today', 'pres', 'amp', 'first']",-1,0.291,0.709,0.0,-0.5719,3.0,1.0,3.0,1.0,1.0
BarbaraRuth9,"@gnuseibeh @J_Bloodworth @realDonaldTrump @JoeBiden If Biden were to try to make such an ""offer"" it would demonstra… https://t.co/SRmw0yRtBe","['biden', 'try', 'make', 'offer', 'would']",0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0
lillysmom58,@kirkacevedo @davidmweissman @realDonaldTrump @JoeBiden @HillaryClinton I like to call Joe Biden a GOOD man. That's pretty high on my list.,"['like', 'call', 'joe', 'biden', 'good', 'man', 'pretty', 'high', 'list']",1,0.0,0.411,0.589,0.8225,2.0,2.0,2.0,1.0,1.0
Berlybin,@AllTransLivesM1 @JoeBiden Love me some Joe Biden!,"['love', 'joe', 'biden']",1,0.0,0.323,0.677,0.6369,1.0,1.0,0.0,1.0,0.0
NVenardos,@BogusLobster No. Y in the fuck? Do u think Trump would do that for him? No. Biden can still campaign be and wish h… https://t.co/w0YcJfkWSB,"['fuck', 'think', 'trump', 'would', 'biden', 'still', 'campaign', 'wish']",-1,0.287,0.492,0.221,-0.2023,2.0,0.0,1.0,1.0,1.0
rafilaufer,"@gnuseibeh @realDonaldTrump @JoeBiden Neither Biden nor Trump has that authority.

You should read the Constitution some time.","['neither', 'biden', 'trump', 'authority', 'read', 'constitution', 'time']",0,0.169,0.831,0.0,-0.0572,2.0,1.0,2.0,1.0,0.0
dnewbern01,"@BLStrangfeld @kylegriffin1 @JoeBiden @DNC @JoeBiden  @KamalaHarris @DNC 
@DNCWarRoom 

tRump attack ads against Bi… https://t.co/c51PKFkBfI","['trump', 'attack', 'ads']",0,0.608,0.392,0.0,-0.4767,3.0,0.0,0.0,0.0,0.0
sudhirkale,"@JoeBiden Joe Biden looks, speaks &amp; behaves like an American version of our Pappu-3!","['joe', 'biden', 'looks', 'speaks', 'amp', 'behaves', 'like', 'american', 'version']",0,0.0,0.762,0.238,0.3612,3.0,1.0,1.0,1.0,0.0
KoriWasinger,The #AlSmithDinner was yesterday and Cardinal Dolan of New York pretty much endorsed Joe Biden for all those that w… https://t.co/z2XrvJ8ALR,"['alsmithdinner', 'yesterday', 'cardinal', 'dolan', 'new', 'york', 'pretty', 'much', 'endorsed', 'joe', 'biden']",1,0.0,0.634,0.366,0.6369,2.0,0.0,3.0,0.0,1.0
THEToddTL,"@ChrisBradley133 @JoeBiden You have seen how our current President normally operates, right? Vice President Biden i… https://t.co/9t9zIrG9IX","['seen', 'current', 'president', 'normally', 'operates', 'right', 'vice', 'president', 'biden']",1,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0
amdavis1218,@brad_dickson Not. Now more than ever @JoeBiden need to continue to campaign. Joe Biden has campaigned safely and c… https://t.co/iMfA7vf2py,"['ever', 'need', 'continue', 'campaign', 'joe', 'biden', 'campaigned', 'safely']",1,0.0,0.686,0.314,0.4939,2.0,0.0,3.0,1.0,2.0
TopLine_Royalty,Donald Trump VS Joe Biden Debate Everybody Mad At Trump https://t.co/BLcLbvNjk7 via @YouTube,"['donald', 'trump', 'joe', 'biden', 'debate', 'everybody', 'mad', 'trump', 'via']",-1,0.286,0.714,0.0,-0.4939,2.0,0.0,0.0,0.0,0.0
SigdaTeresa,@TheGoodLiars Was Donald Jr running for President? No so Biden should take one because of changes in him and Trump would take one too,"['donald', 'running', 'president', 'biden', 'take', 'one', 'changes', 'trump', 'would', 'take', 'one']",0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0
AllMyLukeDA,@NewsHour @JoeBiden really doesn’t need attack ads — we have more than enough info about Trump. Biden is the ration… https://t.co/TUSNQiMMeK,"['really', 'need', 'attack', 'ads', 'enough', 'info', 'trump', 'biden']",1,0.326,0.674,0.0,-0.5233,3.0,1.0,2.0,2.0,1.0
factorfiction67,@JoeBiden @TheDemocrats - This is precisely the time when Dems have an advantage but aren’t ruthless enough to capi… https://t.co/Lb7sQJ5syN,"['precisely', 'time', 'dems', 'advantage', 'ruthless', 'enough']",-1,0.0,0.714,0.286,0.25,2.0,0.0,3.0,1.0,2.0
KaytiVernier,"If Joe Biden had COVID, Donald Trump would be a complete asshole about it and would not wish him well like Biden did. Just so we are clear.","['joe', 'biden', 'covid', 'donald', 'trump', 'would', 'complete', 'asshole', 'would', 'wish', 'well', 'like', 'biden', 'clear']",1,0.0,0.503,0.497,0.836,2.0,1.0,3.0,1.0,1.0
LSU_ME,@JoeBiden Sorry Mr Biden. I can’t help but feel that you are disingenuous with your words. Unfortunately this is a… https://t.co/nkWuSNDQr0,"['sorry', 'biden', 'help', 'feel', 'disingenuous', 'words', 'unfortunately']",-1,0.356,0.385,0.26,0.0,2.0,2.0,3.0,1.0,1.0
johnflat,Will Joe Biden disavow those wishing @POTUS harm. Will he tell them he does not want their vote. Let’s see if… https://t.co/8Ljp0Uvmnn,"['joe', 'biden', 'disavow', 'wishing', 'harm', 'tell', 'want', 'vote', 'let', 'see']",0,0.255,0.511,0.234,-0.3182,2.0,2.0,4.0,1.0,1.0
factorfiction67,@JoeBiden @ProjectLincoln - —NOW IS THE TIME TO GO FOR BLOOD - Run an ad and say Trump didn’t follow medical expert… https://t.co/f4mjlZu2k1,"['time', 'blood', 'run', 'say', 'trump', 'follow', 'medical']",0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0
factorfiction67,@JoeBiden - GO FOR BLOOD!- release an ad and say “Biden follows the science &amp; the law to protect people - not Trump… https://t.co/73ut8MGgi4,"['blood', 'release', 'say', 'biden', 'follows', 'science', 'amp', 'law', 'protect', 'people']",0,0.0,0.776,0.224,0.3818,3.0,0.0,2.0,1.0,1.0
sjanes1017,"I’ve been pensive since Tuesday night when Trump took a shot at Hunter Biden. @JoeBiden  replied so passionately, i… https://t.co/R2VGwsJSiV","['pensive', 'since', 'tuesday', 'night', 'trump', 'took', 'shot', 'hunter', 'biden', 'replied', 'passionately']",-1,0.0,0.657,0.343,0.5719,2.0,0.0,2.0,1.0,2.0
SpiderCat79,@psutitan So you're a Biden fan now? https://t.co/wFwf9qPHKG,"['biden', 'fan']",0,0.0,0.303,0.697,0.3182,3.0,0.0,0.0,0.0,1.0
TheeeeChad,@JudyRademacher4 @jbluewindow @JoeBiden Literally false. Trump’s strongest demographic is uneducated white people.… https://t.co/0l3VFLoLh6,"['literally', 'false', 'trump', 'strong', 'demographic', 'uneducated', 'white']",1,0.0,0.645,0.355,0.5106,2.0,0.0,2.0,2.0,0.0
not_potus_45,What #news do you want to read tomorrow when you wake up? #COVID19 #Trump #GOP #Democrats #Biden #harris… https://t.co/ujWF2cAlyc,"['news', 'want', 'read', 'tomorrow', 'wake', 'trump', 'gop', 'democrats', 'biden']",0,0.0,0.86,0.14,0.0772,2.0,2.0,3.0,1.0,1.0
spokanetom,"Biden says Trump needs to get 'a lot smarter' on #COVID19, Trump says 'there's nothing smart about you' 
Hmmmm....
https://t.co/4IzyzWVzgd","['biden', 'says', 'trump', 'needs', 'get', 'lot', 'smart', 'trump', 'says', 'nothing', 'smart', 'hmmmm']",1,0.151,0.669,0.181,0.1134,2.0,0.0,2.0,1.0,0.0
patrick_mooney,"Cannot wait to see a positive Biden ad, because everything I’ve seen so far works to bury Biden’s entire career whi… https://t.co/SWeMXUqsWy","['wait', 'see', 'positive', 'biden', 'everything', 'seen', 'far', 'works', 'bury', 'biden', 'entire', 'career']",1,0.0,0.753,0.247,0.5574,2.0,0.0,3.0,1.0,1.0
hinderscheit,"@LibertyLostBoy @JoeBiden Sorry but this is Joe Biden, NOT trump","['sorry', 'joe', 'biden', 'trump']",-1,0.302,0.698,0.0,-0.0772,1.0,0.0,2.0,1.0,0.0
medic6423,@ScenarioLENS @NYDivaGirl @realDonaldTrump @JoeBiden Now we find out @realDonaldTrump arrived to late to be tested… https://t.co/MXo3EnZDVM,"['find', 'arrived', 'late']",-1,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0
YoshiProfeta777,"@realDonaldTrump Hello!
President Donald Trump
passing here to wish you the best as soon as possible.
God bless you… https://t.co/7M8U1Kmbwd","['hello', 'president', 'donald', 'trump', 'passing', 'wish', 'best', 'soon', 'possible', 'god', 'bless']",1,0.0,0.372,0.628,0.8957,2.0,1.0,2.0,2.0,1.0
bfachey,"@lclord76 @JTHVerhovek @RonaldKlain @JoeBiden Well, Trump would be telling the truth.  I highly doubt that Biden wo… https://t.co/J3FTDeJUFD","['well', 'trump', 'would', 'telling', 'truth', 'highly', 'doubt', 'biden']",1,0.229,0.41,0.361,0.1548,2.0,1.0,3.0,1.0,1.0
LallyRay,"@IvankaTrump @okWessler5 Even with COVID-19, Donald Trump is healthier than Joe Biden!","['even', 'donald', 'trump', 'healthy', 'joe', 'biden']",1,0.0,0.649,0.351,0.4019,2.0,0.0,2.0,1.0,1.0
taxevasion3000,libs r like donald trump is a horrible monster subhuman asshole. vote for biden or everyone dies. but then also b l… https://t.co/9tidshXTZD,"['libs', 'like', 'donald', 'trump', 'horrible', 'monster', 'subhuman', 'asshole', 'vote', 'biden', 'everyone', 'dies', 'also']",-1,0.206,0.647,0.147,-0.25,1.0,0.0,2.0,1.0,1.0
